Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Chapman, NG",,,,"Chapman, Norma G.",,,History of introduction of Reeves' muntjac in Great Britain and ecological characteristics facilitating expansion of feral populations,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,,,,,,,,,,,,"Reeves' muntjac, either deliberately released or escaped from collections, was present in a few areas of southern England in low numbers by the 1960s and was generally regarded as a benign introduction. As their numbers and distribution increased their impact on amenity woodland, forest plantations, ground flora and their potential competition with native herbivores became apparent. Their reproductive capabilities and ability to thrive in various habitats enabled them to become extremely successful invasive aliens, now established throughout much of England (887 10 km squares, almost all contiguous, in 2016), and a few locations in Wales and Northern Ireland. The species is included within the E.U. list of Invasive Aliens of Union Concern stemming from Regulation (EU) 1143/2014. The UK has the longest experience with free-living muntjac, so it is useful to examine in detail the history of introduction, subsequent spread and aspects of its ecology. This offers a useful case-history and exemplar for possible future range expansion in other European countries where the species is now becoming better-established.",,,,,,,,,,,,,,,,,1612-4642,1439-0574,,,,JUN,2021,67,3,,,,,,,33,10.1007/s10344-021-01477-3,,,,,,,WOS:000637406000002,,,,,,
J,"Ward, AI; Richardson, S; Mergeay, J",,,,"Ward, Alastair I.; Richardson, Suzanne; Mergeay, Joachim",,,Reeves' muntjac populations continue to grow and spread across Great Britain and are invading continental Europe,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,,,,,,,,,,,,"The appropriate response for controlling an invasive non-native species depends on the extent to which its invasion has progressed, which can be revealed by information on its distribution and abundance. Reeves' muntjac is a native deer to China and Taiwan, but has been introduced and become well-established in Great Britain. Moreover, in recent years, reports and verified records in the wild from other European countries have become more frequent. We reviewed the status of Reeves' muntjac in Britain and evaluated its national range expansion from 2002 to 2016. While the British population appears to have tripled in size since 1995, the rate at which it has expanded its range seems to have peaked at approximately 12% per year between 2002 and 2005 and has since declined. We also consolidated observations on its international distribution, including a conservative evaluation of its presence in zoological collections. We predict that this species could expand its range to include every European country, although the availability of suitable landcover and climate is likely to vary substantially between countries. To prevent the significant impacts to conservation interests that have been observed in Great Britain from extending across Europe, national administrations should consider eradicating Reeves' muntjac while that is still feasible.",,,,,,,,,,,,,,,,,1612-4642,1439-0574,,,,JUN,2021,67,3,,,,,,,34,10.1007/s10344-021-01478-2,,,,,,,WOS:000637406000003,,,,,,
J,"Pouteau, R; Thuiller, W; Hobohm, C; Bruner, C; Conn, BJ; Dawson, W; Dechoum, MD; Ebel, AL; Essl, F; Fragman-Sapir, O; Fristoe, T; Jogan, N; Kreft, H; Lenzner, B; Meyer, C; Pergl, J; Pysek, P; Verkhozina, A; Weigelt, IP; Yang, Q; Zykova, E; Acic, S; Agrillo, E; Attorre, F; Bergamini, I; Berg, C; Bergmeier, E; Biurrun, I; Boch, S; Bonari, G; Botta-Dukat, Z; Bruelheide, H; Campos, JA; Carni, A; Casella, L; Carranza, ML; Chytry, M; Custerevska, R; De Sanctis, M; Dengler, J; Dimopoulos, P; Ejrnaes, R; Ewald, J; Fanelli, G; Fernandez-Gonz, F; Gavilan, RG; Gegout, JC; Haveman, R; Isermann, M; Jandt, U; Jansen, F; Jimenez-Alfaro, B; Kavgaci, A; Khanina, L; Knollova, I; Kuzemko, A; Lebedeva, M; Lenoir, J; Lysenko, T; Marceno, C; Martynenko, V; Moeslund, JE; Patsch, R; Pielech, R; Rasomavicius, V; de Ronde, I; Ruprecht, E; Rusina, S; Shirokikh, P; Sibik, J; Silc, U; Stanisci, A; Stancic, Z; Svenning, JC; Swacha, G; Turtureanu, PD; Valachovic, M; Vassilev, K; Yamalov, S; van Kleunen, M",,,,"Pouteau, Robin; Thuiller, Wilfried; Hobohm, Carsten; Bruner, Caroline; Conn, Barry J.; Dawson, Wayne; Dechoum, Michele de Sa; Ebel, Aleksandr L.; Essl, Franz; Fragman-Sapir, Ori; Fristoe, Trevor; Jogan, Nejc; Kreft, Holger; Lenzner, Bernd; Meyer, Carsten; Pergl, Jan; Pysek, Petr; Verkhozina, Alla; Weigelt, I. Patrick; Yang, Qiang; Zykova, Elena; Acic, Svetlana; Agrillo, Emiliano; Attorre, Fabio; Bergamini, IAriel; Berg, Christian; Bergmeier, Erwin; Biurrun, Idoia; Boch, Steffen; Bonari, Gianmaria; Botta-Dukat, Zoltan; Bruelheide, Helge; Antonio Campos, Juan; Carni, Andraz; Casella, Laura; Carranza, Maria Laura; Chytry, Milan; Custerevska, Renata; De Sanctis, Michele; Dengler, Jurgen; Dimopoulos, Panayotis; Ejrnaes, Rasmus; Ewald, Jorg; Fanelli, Giuliano; Fernandez-Gonz, Federico; Gavilan, Rosario G.; Gegout, Jean-Claude; Haveman, Rense; Isermann, Maike; Jandt, Ute; Jansen, Florian; Jimenez-Alfaro, Borja; Kavgaci, Ali; Khanina, Larisa; Knollova, Ilona; Kuzemko, Anna; Lebedeva, Maria; Lenoir, Jonathan; Lysenko, Tatiana; Marceno, Corrado; Martynenko, Vasiliy; Moeslund, Jesper Erenskjold; Patsch, Ricarda; Pielech, Remigiusz; Rasomavicius, Valerijus; de Ronde, Iris; Ruprecht, Eszter; Rusina, Solvita; Shirokikh, Pavel; Sibik, Jozef; Silc, Urban; Stanisci, Angela; Stancic, Zvjezdana; Svenning, Jens-Christian; Swacha, Grzegorz; Turtureanu, Pavel Dan; Valachovic, Milan; Vassilev, Kiril; Yamalov, Sergey; van Kleunen, Mark",,,Climate and socio-economic factors explain differences between observed and expected naturalization patterns of European plants around the world,GLOBAL ECOLOGY AND BIOGEOGRAPHY,,,,,,,,,,,,"Aim The number of naturalized (i.e. established) alien species has increased rapidly over recent centuries. Given the differences in environmental tolerances among species, little is known about what factors determine the extent to which the observed size of the naturalized range of a species and hence the extent to which the observed richness of naturalized species of a region approach their full potential. Here, we asked which region- and species-specific characteristics explain differences between observed and expected naturalizations. Location Global. Time period Present. Major taxa studied Vascular plants. Methods We determined the observed naturalized distribution outside Europe for 1,485 species endemic to Europe using the Global Naturalized Alien Flora (GloNAF) database and their expected distributions outside Europe using species distribution models. First, we investigated which of seven socio-economic factors related to introduction pathways, anthropogenic pressures and inventory effort best explained the differences between observed and expected naturalized European floras. Second, we examined whether distributional features, economic use and functional traits explain the extent to which species have filled their expected ranges outside Europe. Results In terms of suitable area, more than 95% of expected naturalizations of European plants were not yet observed. Species were naturalized in only 4.2% of their suitable regions outside of Europe (range filling) and in 0.4% of their unsuitable regions (range expansion). Anthropogenic habitat disturbance primarily explained the difference between observed and expected naturalized European floras, as did the number of treaties relevant to invasive species. Species of ornamental and economic value and with large specific leaf area performed better at filling and expanding beyond their expected range. Main conclusions The naturalization of alien plant species is explained by climate matching but also by the regional level of human development, the introduction pressure associated with the ornamental and economic values of the species and their adaptation to disturbed environments.",,,,,,,,,,,,,,,,,1466-822X,1466-8238,,,,,,,,,,,,,,,10.1111/geb.13316,,MAY 2021,,,,,WOS:000656427700001,,,,,,
J,"Muffler, L; Schmeddes, J; Weigel, R; Barbeta, A; Beil, I; Bolte, A; Buhk, C; Holm, S; Klein, G; Klisz, M; Lof, M; Penuelas, J; Schneider, L; Vitasse, Y; Kreyling, J",,,,"Muffler, Lena; Schmeddes, Jonas; Weigel, Robert; Barbeta, Adria; Beil, Ilka; Bolte, Andreas; Buhk, Constanze; Holm, Stefanie; Klein, Geoffrey; Klisz, Marcin; Lof, Magnus; Penuelas, Josep; Schneider, Leonard; Vitasse, Yann; Kreyling, Juergen",,,High plasticity in germination and establishment success in the dominant forest tree Fagus sylvatica across Europe,GLOBAL ECOLOGY AND BIOGEOGRAPHY,,,,,,,,,,,,"Aim Distribution ranges of temperate tree species are shifting poleward and upslope into cooler environments due to global warming. Successful regeneration is crucial for population persistence and range expansion. Thus, we aimed to identify environmental variables that affect germination and seedling establishment of Europe's dominant forest tree, to compare the importance of plasticity and genetic variation for regeneration, and to evaluate the regeneration potential at and beyond the southern and northern distribution margins. Location Europe. Time period 2016-2018. Major taxa studied European beech (Fagus sylvatica (L.)). Methods We investigated how germination, establishment and juvenile survival change across a reciprocal transplantation experiment using over 9,000 seeds of beech from 7 populations from its southern to its northern distribution range margins. Results Germination and establishment at the seedling stage were highly plastic in response to environmental conditions. Germination success increased with warmer and declined with colder air temperature, whereas establishment and survival were hampered under warmer and drier conditions. Germination differed among populations and was positively influenced by seed weight. However, there was no evidence of local adaptation in any trait. Main conclusions The high plasticity in the early life-history traits found irrespective of seed origin may allow for short-term acclimatization. However, our results also indicate that this plasticity might not be sufficient to ensure the regeneration of beech in the future due to the low survival found under dry and hot conditions. The future climatic conditions in parts of the distribution centre and at the rear edge might thus become limiting for natural regeneration, as the likelihood of extreme heat and drought events will increase. By contrast, at the cold distribution margin, the high plasticity in the early life-history traits may allow for increasing germination success with increasing temperatures and may thus facilitate natural regeneration in the future.",,,,,,,,,,,,,,,,,1466-822X,1466-8238,,,,,,,,,,,,,,,10.1111/geb.13320,,MAY 2021,,,,,WOS:000656253500001,,,,,,
J,"Tarkan, AS; Karakus, U; Top-Karakus, N; Keskin, E; Unal, EM; Britton, JR",,,,"Tarkan, Ali Serhan; Karakus, Ugur; Top-Karakus, Nildeniz; Keskin, Emre; Unal, Esra Mine; Britton, John Robert",,,Invasion of pumpkinseed Lepomis gibbosus is facilitated by phenotypic plasticity across its invasion gradient,BIOLOGICAL INVASIONS,,,,,,,,,,,,"As a non-native species invades a new region, individuals at the range front are often characterised by differences in their traits and behaviours versus individuals in the established 'core' area. Here, differences in life history traits of invading pumpkinseed Lepomis gibbosus were assessed across a fine spatial scale in the Saricay Stream, Turkey, with seven locations sampled between their core area and the invasion front. Following genetic analyses that suggested the pumpkinseed all originated from the same founding population, life history trait analyses revealed pronounced differences between the sites at the core and front that were independent of environmental factors. Pumpkinseed in sites towards the invasion front were of relatively low abundance and displayed relatively high reproductive investment, with heavier gonads, higher fecundity and smaller eggs. They also had faster growth rates than pumpkinseed in sites towards the core of the invasion. The traits displayed by pumpkinseed at sites in the mid-range were intermediate between the extremes displayed by fish at core and frontal sites. These results suggested high plasticity in life history traits of these pumpkinseed across this fine-scale invasion gradient and was considered to be most likely due to responses to low intra-specific competition at the invasion front that had shifted selective pressures towards higher investment in somatic growth and reproduction.",,,,"Britton, Robert/B-5040-2009","Britton, Robert/0000-0003-1853-3086",,,,,,,,,,,,1387-3547,1573-1464,,,,,,,,,,,,,,,10.1007/s10530-021-02574-9,,MAY 2021,,,,,WOS:000652434200001,,,,,,
J,"Song, XH; Assis, J; Zhang, J; Gao, X; Gao, HG; Duan, DL; Serrao, EA; Hu, ZM",,,,"Song, Xiao-Han; Assis, Jorge; Zhang, Jie; Gao, Xu; Gao, Han-Gil; Duan, De-Lin; Serrao, Ester A.; Hu, Zi-Min",,,Climate-induced range shifts shaped the present and threaten the future genetic variability of a marine brown alga in the Northwest Pacific,EVOLUTIONARY APPLICATIONS,,,,,,,,,,,,"Glaciation-induced environmental changes during the last glacial maximum (LGM) have strongly influenced species' distributions and genetic diversity patterns in the northern high latitudes. However, these effects have seldom been assessed on sessile species in the Northwest Pacific. Herein, we chose the brown alga Sargassum thunbergii to test this hypothesis, by comparing present population genetic variability with inferred geographical range shifts from the LGM to the present, estimated with species distribution modelling (SDM). Projections for contrasting scenarios of future climate change were also developed to anticipate genetic diversity losses at regional scales. Results showed that S. thunbergii harbours strikingly rich genetic diversity and multiple divergent lineages in the centre-northern range of its distribution, in contrast with a poorer genetically distinct lineage in the southern range. SDM hindcasted refugial persistence in the southern range during the LGM as well as post-LGM expansion of 18 degrees of latitude northward. Approximate Bayesian computation (ABC) analysis further suggested that the multiple divergent lineages in the centre-northern range limit stem from post-LGM colonization from the southern survived lineage. This suggests divergence due to demographic bottlenecks during range expansion and massive genetic diversity loss during post-LGM contraction in the south. The projected future range of S. thunbergii highlights the threat to unique gene pools that might be lost under global changes.",,,,,,,,,,,,,,,,,1752-4571,,,,,,,,,,,,,,,,10.1111/eva.13247,,MAY 2021,,,,,WOS:000651633800001,,,,,,
J,"Thumsova, B; Gonzalez-Miras, E; Faulkner, SC; Bosch, J",,,,"Thumsova, Barbora; Gonzalez-Miras, Emilio; Faulkner, Sally C.; Bosch, Jaime",,,Rapid spread of a virulent amphibian pathogen in nature,BIOLOGICAL INVASIONS,,,,,,,,,,,,"Considering that emerging infectious diseases are one of the major drivers of global amphibian decline, controlling the spread of infections are even more challenging. Amphibian skin disease chytridiomycosis, which is caused by two species of fungi belonging to the Batrachochytrium genus, has been detected in at least 700 amphibian species causing mass mortalities in all continents where amphibians occur. Most Alytes species, including the Betic midwife toad (A. dickhilleni), are highly susceptible to B. dendrobatidis (Bd) with lethal consequences. The presence of Bd infection in A. dickhilleni was confirmed ten years ago in just three localities across the entire distribution range of this threatened species. Here we report the extraordinary Bd expansion through the entire distribution range of A. dickhilleni and analyse if former infected populations acted as the source of transmission events to current infected populations. Currently, Bd infection is broadly distributed across the entire distribution range of the species and the increase of infection prevalence reached 30-50% during a decade. The populations where the infection was detected a decade ago could be identified as likely sources of infection for some locations where the pathogen is now present. The introduction of infected amphibian hosts into previously naive A. dickhilleni breeding sites, and other anthropogenic processes, are seeming to be the most plausible way of Bd range expansion, motivating mass mortalities, population declines and extirpation events of this threatened amphibian species.",,,,,,,,,,,,,,,,,1387-3547,1573-1464,,,,,,,,,,,,,,,10.1007/s10530-021-02571-y,,MAY 2021,,,,,WOS:000650120300003,,,,,,
J,"Hmida, L; Fassatoui, C; Missaoui, S; Zaghab, J; Romdhane, MS; Le Loc'h, F; Ben Rais Lasram, F",,,,"Hmida, Leila; Fassatoui, Chiheb; Missaoui, Sarra; Zaghab, Jihen; Romdhane, Mohamed Salah; Le Loc'h, Francois; Ben Rais Lasram, Frida",,,Morphological and genetic characterization of the invasive rayed pearl oyster Pinctada imbricata radiata (Mollusca: Bivalvia: Pteriidae) populations from contrasting environments along the Tunisian coast,MARINE BIOLOGY RESEARCH,,,,,,,,,,,,"To understand patterns of genetic and morphological variability, population structure and dispersal dynamics of the invasive bivalve Pinctada imbricata radiata (Leach, 1814) in Tunisian waters, we studied 200 individuals from five different sites (natural, polluted and/or subjected to environmental and anthropogenic pressures) using 10 enzymatic systems and six shell measurements. In this study, we attempt to elucidate the relationship between the spreading ability and the adaptive potential of the species under various environmental stresses. Fourteen putative enzyme-coding loci were resolved, six of which were polymorphic at the level of 99%. P. imbricata radiata maintains a relatively consistent level of polymorphism at the genetic markers studied, since 10% of individuals were heterozygous. The mean F-IS value was positive and significant in two samples. However, the remaining samples collected from the disturbed marine sites (polluted, urban and lagoon areas) were at Hardy-Weinberg equilibrium. Highly significant genetic (mean F-ST=0.022, P<0.001) and morphological (Wilks' lambda=0.0814, approximate F-20,F- 627=35.484, P<0.001) differentiations between samples were observed, with no evidence of isolation caused by geographic distance. However, the Mantel test performed between genetic and morphological distances revealed a significant correlation. Our results indicate that natural selection seems to have a greater influence on genetic differentiation in P. imbricata radiata than genetic drift. The combination of genetic and morphological data provided important theoretical information for determining the invasion mechanisms of the species.",,,,,,,,,,,,,,,,,1745-1000,1745-1019,,,,,,,,,,,,,,,10.1080/17451000.2021.1919713,,MAY 2021,,,,,WOS:000649624300001,,,,,,
J,"Zuniga-Reinoso, A; Ritter, B; Predel, R",,,,"Zuniga-Reinoso, Alvaro; Ritter, Benedikt; Predel, Reinhard",,,The colonization of the Puna and Atacama Biogeographic Province by sister clades of Psectrascelis (Coleoptera: Tenebrionidae): Synchronous expansion without spatial overlap,JOURNAL OF BIOGEOGRAPHY,,,,,,,,,,,,"Aim We investigated the biogeographic pattern of the species-rich genus Psectrascelis (Coleoptera: Tenebrionidae) in the Central Andes and the Chilean Atacama Desert as an example for insect evolution in such a geologically and climatically highly dynamic arid region. The main aim was to test two alternative hypotheses about the main drivers of diversification of biotas from deserts in the region: Andean uplift versus Pleistocene fragmentation/dispersal. Location South America, Central Andes, Atacama Desert. Taxon Psectrascelis (Coleoptera: Tenebrionidae). Methods A phylogenetic tree based on cytochrome oxidase I, 16S and Wg genes was prepared for multiple individuals from 36 populations of the region representing 14 species or subspecies. Divergence times, ancestral ranges and biogeographic events that may have led to the current distribution and species diversity were estimated. Results The first split within the genus is not directly related to the Andean uplift but began at the time of global cooling at similar to 3.5 Ma, when the Andes had already reached their current altitude. Further differentiations of Psectrascelis lineages were mostly caused by common and more global drivers resulting in major clusters of diversifications at similar to 2.6-2.2 Ma, similar to 1.3-0.7 Ma and several subsequent events during the mid- to late Quaternary. Today, the two main clades of Psectrascelis almost meet each other after presumably synchronous range expansions along the Western Cordillera. Main conclusions Diversification of Psectrascelis has primarily been affected by global climate changes since the mid-Pliocene and has involved multiple vicariance and jump dispersal events. We hypothesize that jump dispersal events have occasionally been accompanied by adaptation to stronger aridity, which paved the way for range expansion into previously unsuitable habitats and eventually led to synchronous colonizations without spatial overlap along different isohyets in the Western Cordillera during the late Pleistocene.",,,,,,,,,,,,,,,,,0305-0270,1365-2699,,,,,,,,,,,,,,,10.1111/jbi.14123,,MAY 2021,,,,,WOS:000647929000001,,,,,,
J,"Bontrager, M; Usui, T; Lee-Yaw, JA; Anstett, DN; Branch, HA; Hargreaves, AL; Muir, CD; Angert, AL",,,,"Bontrager, Megan; Usui, Takuji; Lee-Yaw, Julie A.; Anstett, Daniel N.; Branch, Haley A.; Hargreaves, Anna L.; Muir, Christopher D.; Angert, Amy L.",,,Adaptation across geographic ranges is consistent with strong selection in marginal climates and legacies of range expansion,EVOLUTION,,,,,,,,,,,,"Every species experiences limits to its geographic distribution. Some evolutionary models predict that populations at range edges are less well adapted to their local environments due to drift, expansion load, or swamping gene flow from the range interior. Alternatively, populations near range edges might be uniquely adapted to marginal environments. In this study, we use a database of transplant studies that quantify performance at broad geographic scales to test how local adaptation, site quality, and population quality change from spatial and climatic range centers toward edges. We find that populations from poleward edges perform relatively poorly, both on average across all sites (15% lower population quality) and when compared to other populations at home (31% relative fitness disadvantage), consistent with these populations harboring high genetic load. Populations from equatorial edges also perform poorly on average (18% lower population quality) but, in contrast, outperform foreign populations (16% relative fitness advantage), suggesting that populations from equatorial edges have strongly adapted to unique environments. Finally, we find that populations from sites that are thermally extreme relative to the species' niche demonstrate strong local adaptation, regardless of their geographic position. Our findings indicate that both nonadaptive processes and adaptive evolution contribute to variation in adaptation across species' ranges.",,,,"; Muir, Christopher/V-4461-2017","Anstett, Daniel/0000-0001-7552-5539; Bontrager, Megan/0000-0003-3120-1983; Muir, Christopher/0000-0003-2555-3878; Hargreaves, Anna/0000-0001-9680-9696",,,,,,,,,,,,0014-3820,1558-5646,,,,,,,,,,,,,,,10.1111/evo.14231,,MAY 2021,,,,,WOS:000648113400001,33885152,,,,,
J,"Castillo, ML; Schaffner, U; van Wilgen, BW; Le Roux, JJ",,,,"Castillo, Maria L.; Schaffner, Urs; van Wilgen, Brian W.; Le Roux, Johannes J.",,,"The contribution of phenotypic traits, their plasticity, and rapid evolution to invasion success: insights from an extraordinary natural experiment",ECOGRAPHY,,,,,,,,,,,,"The context-depency of biological invasions makes it difficult to understand why some species become succesfull invaders and others not. Such understanding requires studying closely-related invasive and non-invasive alien taxa sharing the same introduction history in the same environment. We identified this unusual situation in Kenya where the individuals that founded invasive Prosopis juliflora and non-invasive P. pallida populations are still present in original plantations. We evaluated field-measured traits, conducted glasshouse experiments simulating different nitrogen and water availability treatments, and did reciprocal transplants to compare functional traits and plasticity between the founders of both species (i.e. 'invasive-non-invasive congeners' comparison), and between P. juliflora individuals from plantations and invaded sites (i.e. testing for rapid evolution during invasion). We found that planted individuals of P. julifora and P. pallida differed in a number of key traits related to performance and spread (root:shoot ratio, number of stems and susceptibility to seed damage) as well as in levels of phenotypic plasticity in growth responses to resource availability, which may explain their differential invasiveness. Offspring of invasive P. juliflora individuals had higher seed mass and production, germination, survival, produced more stems, matured earlier and had higher plasticity compared with those of founder individuals, indicative of rapid post-introduction evolution. By using this exceptional study system, we show that differences in values of only a few key traits, increased phenotypic plasticity and post-introduction evolution have all contributed to the success of P. juliflora as an invasive species in Kenya.",,,,,"Le Roux, Johannes/0000-0001-7911-9810; van Wilgen, Brian/0000-0002-1536-7521",,,,,,,,,,,,0906-7590,1600-0587,,,,,,,,,,,,,,,10.1111/ecog.05541,,MAY 2021,,,,,WOS:000647470600001,,,,,,
