Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Kinlan, BP; Gaines, SD",,,,"Kinlan, BP; Gaines, SD",,,Propagule dispersal in marine and terrestrial environments: A community perspective,ECOLOGY,,,,,,,,,,,,"Studies in terrestrial systems suggest that long-distance propagule dispersal is. important for landscape pattern and dynamics, but largely inconsequential for local demography. By contrast, in marine systems, dispersal at regional scales may drive local dynamics, because many species may have large mean dispersal distances. To assess variation in marine dispersal scales, we estimated mean dispersal distances from genetic isolation-by-distance slopes. Estimates ranged widely, from a few meters to hundreds of kilometers. Dispersal differed among taxonomic groups (macroalgae, invertebrates, and fish) and among species in different functional groups (e.g., producers and herbivores). Differences in dispersal scale have important implications for marine community dynamics, reserve design, responses to large-scale perturbations, and evolution of interacting species. To place genetic estimates of marine dispersal in context, we compared them to other measures of dispersal in the ocean and to estimates of dispersal on land. Maximum scales of dispersal by sedentary marine species exceeded maximum estimates of terrestrial plant dispersal by at least one to two orders of magnitude. Direct and genetic estimates of terrestrial plant dispersal were comparable to estimates of marine plant dispersal. Rates of marine macroalgal range expansion, however, far exceeded spread rates of terrestrial plants. Terrestrial plant spread rates were more similar to those of short-dispersing marine organisms that lack secondary dispersal by drifting adults. Genetic estimates of dispersal by different functional groups suggest that herbivores typically disperse much farther than their plant resources both on land and in the sea, although the timing, frequency, and consequences of dispersal may differ in the two systems. Terrestrial herbivores have more flexible dispersal behavior than marine organisms that disperse each generation by planktonic transport of larvae. Our results validate some long-standing views about the greater dispersal potential of species in the ocean, but also highlight the extreme heterogeneity in dispersal scale among marine species. As a result, development of a community perspective on marine connectivity will require consideration of multiple dispersal mechanisms and scales.",,,,"Gaines, Steven/Y-3234-2019; Lourenco, Carla R./M-3661-2013","Lourenco, Carla R./0000-0002-6837-0986; Kinlan, Brian/0000-0001-7736-1726",,,,,,,,,,,,0012-9658,,,,,AUG,2003,84,8,,,,,2007,2020,,10.1890/01-0622,,,,,,,WOS:000185073100008,,,,,,
J,"Brown, JKM; Hovmoller, MS",,,,"Brown, JKM; Hovmoller, MS",,,Epidemiology - Aerial dispersal of pathogens on the global and continental scales and its impact on plant disease,SCIENCE,,,,,,,,,,,,,,,,"Hovmoller, Mogens S/E-8374-2016","Hovmoller, Mogens S/0000-0002-4432-8898",,,,,,,,,,,,0036-8075,1095-9203,,,,JUL 26,2002,297,5581,,,,,537,541,,10.1126/science.1072678,,,,,,,WOS:000177054200033,12142520,,,,,
J,"Lavergne, S; Molofsky, J",,,,"Lavergne, Sebastien; Molofsky, Jane",,,Increased genetic variation and evolutionary potential drive the success of an invasive grass,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,,,,,,,,,"Despite the increasing biological and economic impacts of invasive species, little is known about the evolutionary mechanisms that favor geographic range expansion and evolution of invasiveness in introduced species. Here, we focus on the invasive wetland grass Phalaris arundinacea L. and document the evolutionary consequences that resulted from multiple and uncontrolled introductions into North America of genetic material native to different European regions. Continental-scale genetic variation occurring in reed canarygrass' European range has been reshuffled and recombined within North American introduced populations, giving rise to a number of novel genotypes. This process alleviated genetic bottlenecks throughout reed canarygrass' introduced range, including in peripheral populations, where depletion of genetic diversity is expected and is observed in the native range. Moreover, reed canarygrass had higher genetic diversity and heritable phenotypic variation in its invasive range relative to its native range. The resulting high evolutionary potential of invasive populations allowed for rapid selection of genotypes with higher vegetative colonization ability and phenotypic plasticity. Our results show that repeated introductions of a single species may inadvertently create harmful invaders with high adaptive potential. Such invasive species may be able to evolve in response to changing climate, allowing them to have increasing impact on native communities and ecosystems in the future. More generally, multiple immigration events may thus trigger future adaptation and geographic spread of a species population by preventing genetic bottlenecks and generating genetic novelties through recombination.",,,,,,,,,,,,,,,,,0027-8424,,,,,MAR 6,2007,104,10,,,,,3883,3888,,10.1073/pnas.0607324104,,,,,,,WOS:000244972400040,17360447,,,,,
J,"Hastings, A; Cuddington, K; Davies, KF; Dugaw, CJ; Elmendorf, S; Freestone, A; Harrison, S; Holland, M; Lambrinos, J; Malvadkar, U; Melbourne, BA; Moore, K; Taylor, C; Thomson, D",,,,"Hastings, A; Cuddington, K; Davies, KF; Dugaw, CJ; Elmendorf, S; Freestone, A; Harrison, S; Holland, M; Lambrinos, J; Malvadkar, U; Melbourne, BA; Moore, K; Taylor, C; Thomson, D",,,The spatial spread of invasions: new developments in theory and evidence,ECOLOGY LETTERS,,,,,,,,,,,,"We review and synthesize recent developments in the study of the spread of invasive species, emphasizing both empirical and theoretical approaches. Recent theoretical work has shown that invasive species spread is a much more complex process than the classical models suggested, as long range dispersal events can have a large influence on the rate of range expansion through time. Empirical work goes even further, emphasizing the role of spatial heterogeneity, temporal variability, other species, and evolution. As in some of the classic work on spread, the study of range expansion of invasive species provides unique opportunities to use differences between theory and data to determine the important underlying processes that control spread rates.",,,,"Hastings, Alan/O-6864-2019; Hastings, Alan/A-7423-2008; Taylor, Caz/A-3602-2013","Hastings, Alan/0000-0002-0717-8026; ELMENDORF, SARAH/0000-0003-1085-8521; MELBOURNE, BRETT/0000-0002-8843-4131; Taylor, Caz/0000-0002-8293-1014",,,,,,,,,,,,1461-023X,1461-0248,,,,JAN,2005,8,1,,,,,91,101,,10.1111/j.1461-0248.2004.00687.x,,,,,,,WOS:000225750300011,,,,,,
J,"Jakobsson, M; Scholz, SW; Scheet, P; Gibbs, JR; VanLiere, JM; Fung, HC; Szpiech, ZA; Degnan, JH; Wang, K; Guerreiro, R; Bras, JM; Schymick, JC; Hernandez, DG; Traynor, BJ; Simon-Sanchez, J; Matarin, M; Britton, A; van de Leemput, J; Rafferty, I; Bucan, M; Cann, HM; Hardy, JA; Rosenberg, NA; Singleton, AB",,,,"Jakobsson, Mattias; Scholz, Sonja W.; Scheet, Paul; Gibbs, J. Raphael; VanLiere, Jenna M.; Fung, Hon-Chung; Szpiech, Zachary A.; Degnan, James H.; Wang, Kai; Guerreiro, Rita; Bras, Jose M.; Schymick, Jennifer C.; Hernandez, Dena G.; Traynor, Bryan J.; Simon-Sanchez, Javier; Matarin, Mar; Britton, Angela; van de Leemput, Joyce; Rafferty, Ian; Bucan, Maja; Cann, Howard M.; Hardy, John A.; Rosenberg, Noah A.; Singleton, Andrew B.",,,"Genotype, haplotype and copy-number variation in worldwide human populations",NATURE,,,,,,,,,,,,"Genome-wide patterns of variation across individuals provide a powerful source of data for uncovering the history of migration, range expansion, and adaptation of the human species. However, high-resolution surveys of variation in genotype, haplotype and copy number have generally focused on a small number of population groups(1-3). Here we report the analysis of high-quality genotypes at 525,910 single-nucleotide polymorphisms ( SNPs) and 396 copy-number-variable loci in a worldwide sample of 29 populations. Analysis of SNP genotypes yields strongly supported fine-scale inferences about population structure. Increasing linkage disequilibrium is observed with increasing geographic distance from Africa, as expected under a serial founder effect for the out-of-Africa spread of human populations. New approaches for haplotype analysis produce inferences about population structure that complement results based on unphased SNPs. Despite a difference from SNPs in the frequency spectrum of the copy-number variants (CNVs) detected-including a comparatively large number of CNVs in previously unexamined populations from Oceania and the Americas-the global distribution of CNVs largely accords with population structure analyses for SNP data sets of similar size. Our results produce new inferences about inter-population variation, support the utility of CNVs in human population-genetic research, and serve as a genomic resource for human-genetic studies in diverse worldwide populations.",,,,"Scholz, Sonja W./R-5524-2017; Singleton, Andrew B/C-3010-2009; Bras, Jose/D-3366-2009; Guerreiro, Rita J L/A-1327-2011; Scholz, Sonja/AAN-6601-2021; Jakobsson, Mattias/A-6116-2011; Bras, Jose MT/A-1428-2011; Hardy, John/C-2451-2009; Gibbs, J. Raphael/A-3984-2010; Degnan, James/A-4489-2008; Matarin, Mar/F-1771-2016; Traynor, Bryan J/G-5690-2010","Scholz, Sonja W./0000-0002-6623-0429; Scholz, Sonja/0000-0002-6623-0429; Jakobsson, Mattias/0000-0001-7840-7853; Hardy, John/0000-0002-3122-0423; Gibbs, J. Raphael/0000-0002-6985-0658; Matarin, Mar/0000-0002-4717-5735; Canzoniero, Jenna/0000-0003-1084-6918; Simon Sanchez, Javier/0000-0001-5141-5829; van de Leemput, Joyce/0000-0003-1903-7295; Bras, Jose/0000-0001-8186-0333; Guerreiro, Rita/0000-0001-5879-3486; Rosenberg, Noah/0000-0002-1829-8664",,,,,,,,,,,,0028-0836,1476-4687,,,,FEB 21,2008,451,7181,,,,,998,1003,,10.1038/nature06742,,,,,,,WOS:000253313100050,18288195,,,,,
J,"Ibrahim, KM; Nichols, RA; Hewitt, GM",,,,"Ibrahim, KM; Nichols, RA; Hewitt, GM",,,Spatial patterns of genetic variation generated by different forms of dispersal during range expansion,HEREDITY,,,,,,,,,,,,"We examined the impact of three forms of dispersal, stepping-stone, normal and leptokurtic, on spatial genetic structure of expanding populations using computer simulations. When dispersal beyond neighbouring demes is allowed, rare long-distance migration leads to the establishment of pocket populations in advance of the main invasion front and results in spatial clustering of genotypes which persists for hundreds of generations. Patchiness is more pronounced when dispersal is leptokurtic as is the case in many animal and plant species. These results are of particular interest because population genetic parameters such as gene flow and effective population size are commonly estimated using gene frequency divergence information assuming equilibrium conditions and island models. We show how the three forms of dispersal during colonization bring about contrasting population genetic structures and how this affects estimates of gene flow. The implications for experimental studies of the spatial dimension of population genetic structure are discussed.",,,,"Nichols, Richard/B-7732-2008","Nichols, Richard/0000-0002-4801-9312",,,,,,,,,,,,0018-067X,1365-2540,,,,SEP,1996,77,,3,,,,282,291,,10.1038/hdy.1996.142,,,,,,,WOS:A1996VH04900007,,,,,,
J,"Paradis, E; Baillie, SR; Sutherland, WJ; Gregory, RD",,,,"Paradis, E; Baillie, SR; Sutherland, WJ; Gregory, RD",,,Patterns of natal and breeding dispersal in birds,JOURNAL OF ANIMAL ECOLOGY,,,,,,,,,,,,"1. Dispersal is of critical ecological and evolutionary importance for several issues of population biology, particularly population synchrony, colonization and range expansion, metapopulation and source-sink dynamics, and population genetic structure, but it has not previously been possible to compare dispersal patterns across a wide range of species or to study movement outside the confines of local study areas. 2. Using resampling methods, we verified that statistically unbiased estimates of average dispersal distance and of intraspecific variance in dispersal distance could be extracted from the bird ringing data of the British Trust for Ornithology. 3. Using data on 75 terrestrial bird species, we tested whether natal and breeding dispersal were influenced by a species' habitat requirements, diet, geographical range, abundance, morphology, social system, life history or migratory status. We used allometric techniques to ascertain whether these relationships were independent of body size, and used the method of phylogenetically independent contrasts to ascertain whether they were independent of phylogeny. 4. Both natal and breeding dispersal distances were lower among abundant species and among species with large geographical ranges. Dispersal distances and life-history variables were correlated independent of phylogeny, but these relationships did not persist after controlling for body size. All morphometrical variables (wing length, tarsus length and bill length) were not significantly correlated with dispersal distances after correcting for body size or phylogenetic relatedness. 5. Migrant species disperse further than resident ones, this relation was independent of body size but not of phylogeny. A significant positive relation was observed between breeding dispersal distance and long-term population decline among migrants, but not among residents. 6. The species living in wet habitats disperse further than those living in dry habitats, which could be explained by the greater patchiness of wet habitats in space and/or time. This relationship was observed only for breeding dispersal, suggesting that this habitat variable does not impose the same constraint on natal dispersal.",,,,"Baillie, Stephen/H-3023-2013; Sutherland, William/B-1291-2013","Baillie, Stephen/0000-0001-5126-9470; Sutherland, William/0000-0002-6498-0437; Gregory, Richard/0000-0002-7419-5053",,,,,,,,,,,,0021-8790,1365-2656,,,,JUL,1998,67,4,,,,,518,536,,10.1046/j.1365-2656.1998.00215.x,,,,,,,WOS:000075299400002,,,,,,
J,"Currat, M; Ruedi, M; Petit, RJ; Excoffier, L",,,,"Currat, Mathias; Ruedi, Manuel; Petit, Remy J.; Excoffier, Laurent",,,The hidden side of invasions: Massive introgression by local genes,EVOLUTION,,,,,,,,,,,,"Despite hundreds of reports involving both plants and animals, the mechanisms underlying introgression remain obscure, even if some form of selection is frequently invoked. Introgression has repeatedly been reported in species that have recently colonized a new habitat, suggesting that demographic processes should be given more attention for understanding the mechanisms of introgression. Here we show by spatially explicit simulations that massive introgression of neutral genes takes place during the invasion of an occupied territory if interbreeding is not severely prevented between the invading and the local species. We also demonstrate that introgression occurs almost exclusively from the local to the invading species, especially for populations located far away from the source of the invasion, and this irrespective of the relative densities of the two species. This pattern is strongest at markers experiencing reduced gene flow, in keeping with the observation that organelle genes are often preferentially introgressed across species boundaries. A survey of the literature shows that a majority of published empirical studies of introgression during range expansions, in animals and in plants, follow the predictions of our model. Our results imply that speciation genes can be identified by comparing genomes of interfertile native and invading species pairs.",,,,"Excoffier, Laurent/D-3498-2013; Petit, Remy/AAD-9078-2019; Ruedi, Manuel/B-3320-2013; Petit, Remy/A-8842-2008","Excoffier, Laurent/0000-0002-7507-6494; Ruedi, Manuel/0000-0003-3283-7764; Petit, Remy/0000-0002-4809-1453",,,,,,,,,,,,0014-3820,,,,,AUG,2008,62,8,,,,,1908,1920,,10.1111/j.1558-5646.2008.00413.x,,,,,,,WOS:000258261700008,18452573,,,,,
J,"Roman, J; Darling, JA",,,,"Roman, Joe; Darling, John A.",,,Paradox lost: genetic diversity and the success of aquatic invasions,TRENDS IN ECOLOGY & EVOLUTION,,,,,,,,,,,,"There is mounting evidence that reduced genetic diversity in invasive populations is not as commonplace as expected. Recent studies indicate that high propagule vectors, such as ballast water and shellfish transplantations, and multiple introductions contribute to the elimination of founder effects in the majority of successful aquatic invasions. Multiple introductions, in particular, can promote range expansion of introduced populations through both genetic and demographic mechanisms. Closely related to vectors and corridors of introduction, propagule pressure can play an important role in determining the genetic outcome of introduction events. Even low-diversity introductions have numerous means of avoiding the negative impact of diversity loss. The interaction of high propagule vectors and multiple introductions reveal important patterns associated with invasion success and deserve closer scrutiny.",,,,"Darling, John/B-5451-2014","Darling, John/0000-0002-4776-9533",,,,,,,,,,,,0169-5347,1872-8383,,,,SEP,2007,22,9,,,,,454,464,,10.1016/j.tree.2007.07.002,,,,,,,WOS:000249249100006,17673331,,,,,
J,"Underhill, PA; Jin, L; Lin, AA; Mehdi, SQ; Jenkins, T; Vollrath, D; Davis, RW; CavalliSforza, LL; Oefner, PJ",,,,"Underhill, PA; Jin, L; Lin, AA; Mehdi, SQ; Jenkins, T; Vollrath, D; Davis, RW; CavalliSforza, LL; Oefner, PJ",,,Detection of numerous Y chromosome biallelic polymorphisms by denaturing high-performance liquid chromatography,GENOME RESEARCH,,,,,,,,,,,,"Y chromosome haplotypes are particularly useful in deciphering human evolutionary history because they accentuate the effects of drift, migration, and range expansion. Significant acceleration of Y biallelic marker discovery and subsequent typing involving heteroduplex detection has been achieved by implementing an innovative and cost-efficient method called denaturing high-performance liquid chromatography (DHPLC). The power of the method resides in its sensitivity and ability to rapidly compare amplified sequences in an automated manner. We have determined the allelic states of 22 Y polymorphisms; 19 of which are unreported, in 718 diverse extant chromosomes; established haplotype frequencies; and deduced a phylogeny. All major geographic regions, including Eurasia, are characterized by mutations reflecting episodes of genetic drift and expansion, Most biallelic markers are localized regionally. However, some show wider dispersal and designate older, core haplotypes. One transversion defines a major haplogroup that distinguishes a previously unknown deep, apparently non-African branch. It provides evidence of an ancient bottleneck event. It is now possible to anticipate the inevitable detailed reconstruction of human Y chromosome genealogy based on several tens to even hundreds of these important polymorphisms.",,,,"Jin, Li/M-5063-2019; Mehdi, Syed Qasim/L-2385-2015; Jin, Li/C-1468-2009","Jin, Li/0000-0002-4546-2415",,,,,,,,,,,,1054-9803,,,,,OCT,1997,7,10,,,,,996,1005,,10.1101/gr.7.10.996,,,,,,,WOS:A1997YC51500009,9331370,,,,,
J,"ESTES, JA; DUGGINS, DO",,,,"ESTES, JA; DUGGINS, DO",,,SEA OTTERS AND KELP FORESTS IN ALASKA - GENERALITY AND VARIATION IN A COMMUNITY ECOLOGICAL PARADIGM,ECOLOGICAL MONOGRAPHS,,,,,,,,,,,,"Multiscale patterns of spatial and temporal variation in density and population structure were used to evaluate the generality of a three-trophic-level cascade among sea otters (Enhydra lutris), invertebrate herbivores, and macroalgae in Alaska. The paradigm holds that where sea otters occur herbivores are rare and plants are abundant, whereas when sea otters are absent herbivores are relatively common and plants are rare. Spatial patterns were based on 20 randomly placed quadrats at 153 randomly selected sites distributed among five locations with and four locations without sea otters. Both sea urchin and kelp abundance differed significantly among locations with vs. without sea otters in the Aleutian Islands and southeast Alaska. There was little (Aleutian Islands) or no (southeast Alaska) overlap between sites with and without sea otters, in plots of kelp density against urchin biomass. Despite intersite variation in the abundance of kelps and herbivores, these analyses demonstrate that sea otter predation has a predictable and broadly generalizable influence on the structure of Alaskan kelp forests. The percent cover of algal turf and suspension feeder assemblages also differed significantly (although less dramatically) between locations with and without sea otters. Temporal variation in community structure was assessed over periods of from 3 to 15 yr at sites in the Aleutian Islands and southeast Alaska where sea otters were 1) continuously present, 2) continuously absent, or 3) becoming reestablished because of natural range expansion. Kelp and sea urchin abundance remained largely unchanged at most sites where sea otters were continuously present or absent, the one exception being at Torch Bay (southeast Alaska), where kelp abundance varied significantly through time and urchin abundance varied significantly among sites because of episodic and patchy disturbances. In contrast, kelp and sea urchin abundances changed significantly, and in the expected directions, at sites that were being recolonized by sea otters. Sea urchin biomass declined by 50% in the Aleutian Islands and by nearly 100% in southeast Alaska following the spread of sea otters into previously unoccupied habitats. In response to these different rates and magnitudes of urchin reduction by sea otter predation, increases in kelp abundance were abrupt and highly significant in southeast Alaska but much smaller and slower over similar time periods in the Aleutian Islands. The different kelp colonization rates between southeast Alaska and the Aleutian Islands appear to be caused by large-scale differences in echinoid recruitment coupled with size-selective predation by sea otters for larger urchins. The length of urchin jaws (correlated with test diameter, r(2) = 0.968) in sea otter seats indicates that sea urchins <15-20 mm test diameter are rarely eaten by foraging sea otters. Sea urchin populations in the Aleutian Islands included high densities of small individuals (<20 mm test diameter) at all sites and during all years sampled, whereas in southeast Alaska similarly sized urchins were absent from most populations during most years. Small (<30-35 mm test diameter) tetracycline-marked urchins in the Aleutian Islands grew at a maximum rate of approximate to 10 mm/yr; thus the population must have significant recruitment annually, or at least every several years. In contrast, echinoid recruitment in southeast Alaska was more episodic, with marry years to perhaps decades separating significant events. Our findings help explain regional differences in recovery rates of kelp forests following recolonization by sea otters.",,,,"Bond, Alexander L/A-3786-2010",,,,,,,,,,,,,0012-9615,,,,,FEB,1995,65,1,,,,,75,100,,10.2307/2937159,,,,,,,WOS:A1995QF46300003,,,,,,
J,"Ward, RD; Hanner, R; Hebert, PDN",,,,"Ward, R. D.; Hanner, R.; Hebert, P. D. N.",,,"The campaign to DNA barcode all fishes, FISH-BOL",JOURNAL OF FISH BIOLOGY,,,,,,,,,,,,"FISH-BOL, the Fish Barcode of Life campaign, is an international research collaboration that is assembling a standardized reference DNA sequence library for all fishes. Analysis is targeting a 648 base pair region of the mitochondrial cytochrome c oxidase I (COI) gene. More than 5000 species have already been DNA barcoded, with an average of five specimens per species, typically vouchers with authoritative identifications. The barcode sequence from any fish, fillet, fin, egg or larva can be matched against these reference sequences using BOLD; the Barcode of Life Data System (http://www.barcodinglife.org). The benefits of barcoding fishes include facilitating species identification, highlighting cases of range expansion for known species, flagging previously overlooked species and enabling identifications where traditional methods cannot be applied. Results thus far indicate that barcodes separate c. 98 and 93% of already described marine and freshwater fish species, respectively. Several specimens with divergent barcode sequences have been confirmed by integrative taxonomic analysis as new species. Past concerns in relation to the use of fish barcoding for species discrimination are discussed. These include hybridization, recent radiations, regional differentiation in barcode sequences and nuclear copies of the barcode region. However, current results indicate these issues are of little concern for the great majority of specimens.",,,,"Hebert, Paul DN/C-4161-2013; 赵, 鹏/B-8401-2009; Ward, Robert D/A-2319-2012","Hebert, Paul DN/0000-0002-3081-6700; ",,,,,,,,,,,,0022-1112,1095-8649,,,,FEB,2009,74,2,,,,,329,356,,10.1111/j.1095-8649.2008.02080.x,,,,,,,WOS:000262890200001,20735564,,,,,
